Day,Polymer,Time,Batch,N,Al27,As75,Ba138,C13,Ca44,Co59,Cr50,Cu63,Fe57,Ga69,K39,Mg25,Mn55,Na23,Nb93,Ni60,Pb208,Pd106,Sb121,Si29,Sn118,Sr88,Ti47
230526,PVC,Before,02,2,2726433.63513392,527823.689671865,11405771.4539772,317674.325022384,430670.272194399,234395.142641974,890733.424140438,2359835.82161573,61341.4696629214,1211415.66600338,2098105.96346466,172544.976706126,5852305.5352091,4069026.59162001,1855607.95230282,39722.844612131,7632297.7090289,414799.408743581,2209745.75213659,61769.7159544226,690390.515106943,2351598.55898052,813611.803857231
230526,PVC,Before,02,3,4875878.96608779,533364.257258704,11604689.7213575,320624.853122209,448359.584438365,247617.962320693,900412.264416478,2626309.8031079,64730.8492560576,1223509.25964497,2034302.94873881,179107.634810324,6094942.35043496,3968569.39323418,1869015.87582037,41678.8440299035,7565868.18511775,422767.787734612,2299432.11679321,59821.4363382931,688734.318355605,2427807.15496137,818347.602242944
230526,PVC,Before,03,1,3535130.85728715,589566.898282043,13607727.1597631,346167.027281517,532225.297637521,290227.934732387,1027197.43469579,2737954.60423407,72653.6481954188,1376101.97296864,2508004.19503163,212272.941732019,7278521.70819007,4670777.8858147,2224261.89592663,49189.4831546893,9134425.22363818,488270.646082155,2203149.19962906,73860.8846913467,810622.746776218,2977529.9936787,929234.568495994
230526,PVC,Before,03,2,2793601.75725699,505476.359842253,12751079.2370257,304307.313097742,470906.708832119,257576.177448235,898305.877301126,2397954.03480435,66663.6349732595,1263614.4454868,2287138.70988627,188447.913780763,6714444.53065258,4528975.71526182,1979849.84146115,44273.5563008189,8204533.36702816,437502.962194725,1897014.96421414,68327.5531864568,714600.9052663,2655972.82394596,809314.921612043
230526,PVC,Before,03,3,2874409.55987299,486827.580606364,12480046.5011935,282985.965227108,446697.907172467,252241.183779077,878882.740889004,2380730.00637821,65173.536229944,1238121.62749939,2269789.57318468,179154.383289349,6708884.90397921,4445183.5709445,1989593.57751103,42758.1035311228,8313547.43543078,433317.664957909,1858236.77112288,64920.8306364491,713009.287172424,2589422.60307018,787199.573294476
230530,PE,After,01,1,3444872.99668056,181614.232489752,18497907.7616638,637343.275710596,530049.543136023,730022.631482073,1218667.05542771,853476.079907478,38030.0453038752,1645001.3314368,1260711.67587805,186596.327461647,3331643.0179822,1058356.02308911,2231542.13518889,122839.025364744,3215597.69856118,251758.343162585,3459564.71046014,116760.805353708,642661.834871839,6294992.50801886,1358508.79466513
230530,PE,After,01,2,3558653.69080694,244689.187289731,20197000.9463518,617211.664160309,581341.810294726,726860.042919025,1299540.95255059,859278.530995616,39144.1600830031,1811207.72621364,1199287.09533642,236846.393349156,3686787.52878987,1518938.70140219,2808426.52757296,150308.761876979,2994294.80300187,272721.286296998,3737010.67414935,130142.824620584,1012418.09460842,6484174.40102939,1439018.41227566
230530,PE,After,01,3,3588203.51261181,174152.571400563,18745495.6227818,609017.846889377,571815.975503718,689357.303159704,1227292.46634562,784289.574030671,35813.729506379,1652699.44116793,1439107.17738686,179574.967158236,3641044.44283114,1041339.13865623,2868402.06050284,136444.019611901,2973376.38582854,257101.713969723,3740561.87036609,109821.214532553,659365.285634651,6239651.01781564,1305054.73788394
230530,PE,After,02,1,3720114.9123929,151556.901016172,14232432.72261,677490.980575228,405732.169949252,642609.28145379,940164.276357483,735900.593401638,42237.5004168176,1584943.37666674,1438964.4053595,151044.242809955,2807474.36512784,578707.634938879,2157245.14887484,91360.3278111392,2244157.51892396,1931015.50875525,2811996.68694317,104826.889047468,609327.673155696,5007607.79635796,976022.43464517
230530,PE,After,02,2,3585190.22396405,137460.759370612,12084635.108174,570365.93136468,562156.324355186,578865.704166814,880031.680681635,690956.693889908,40747.6621955872,1438224.82074245,825315.553993434,119164.726793923,2520965.76748107,405436.024106237,1920280.84540259,98579.4372923324,2008363.63978715,2004739.87412321,2657631.21385748,89275.3763118632,544254.067612844,4447263.260867,911828.973763774
230530,PE,After,02,3,3688526.55680971,134939.333817331,13344413.7100324,559082.622443675,380738.060669411,603901.164144057,938352.031895913,699011.856593685,43091.9480752977,1495050.76496185,715322.407794077,126473.597062072,2315601.81059837,392620.543685838,2033128.08750553,84890.5293718248,2023431.68027031,2138591.38748919,2750820.68740058,84091.7882040107,572665.386747169,4390511.86379066,1005969.8078603
230530,PE,After,03,1,4152691.88795078,185218.108175181,19401429.011487,587943.325556359,582345.298379291,813396.733182254,1255575.76749164,918449.401033181,49405.683892048,2009967.82989394,1701228.94051335,184572.833447158,4119973.00831975,981127.492090369,2690219.48530421,131737.565535417,3079215.39348958,1700363.73914687,3568597.205352,133429.338869331,760796.80715813,6867250.34426821,1435345.12838347
230530,PE,After,03,2,3660495.27486723,153611.622215986,16807654.9047302,538600.43346019,493023.641481994,711710.689438416,1079064.89822064,774300.352327935,39596.5362880332,1701992.95828996,1203327.34912859,166119.509015998,3437963.0686129,735983.505232316,2506284.67032723,123032.914034089,2616488.3975386,1248985.63878378,3141457.18242815,100545.736541394,638228.42722539,5799950.63779935,1195920.6466989
230530,PE,After,03,3,3590653.12985026,166568.339996132,17507470.2704002,532584.945972144,572413.810887976,683038.96029914,1082638.15571993,836735.369522211,41601.0797240073,1788387.9644581,1333747.73865431,165182.586681448,3837432.72809411,799722.707691374,2452260.75442412,128229.03262324,2779887.62958183,1238420.87845847,3188332.21324335,103224.916486142,661815.997090118,6375714.24866119,1193127.73780424
230530,PE,Before,01,1,3214768.13610288,183057.918044206,16420833.2772367,686151.373632091,604765.845619445,730928.039125817,1290034.31612637,910793.704090694,39821.9362751816,1711067.3474843,1450161.01112388,167216.840458627,3646398.16423262,1170512.56464067,2476104.45075009,140673.847912633,2984061.12500664,276141.70378912,3536994.12958638,123282.692052788,635607.900037619,6531314.26486565,1418882.92275417
230530,PE,Before,01,2,3818773.88954561,188361.95235438,19242624.8504277,676688.216613062,693495.073078948,807190.345442448,1337105.84030381,920393.432416453,43984.0165878207,1873971.93586317,1811665.96855024,195777.195694841,4099681.59443755,1098257.9649074,2917344.47181884,159148.058868561,3141173.10904035,289959.095068907,3719303.88625708,158388.577263041,641061.258217866,7131505.51641508,1560068.38215091
230530,PE,Before,01,3,3803539.57644119,211223.590611294,20968058.9183265,669807.114463658,743837.502311561,818484.328050334,1393312.99216607,951293.26627641,42989.6079694665,1855054.84024097,1537872.14238012,207258.030994295,3871479.64302614,1143333.87361617,2626056.74992112,164809.519039002,3213157.28812003,300428.064498871,3801593.73504695,161851.036015295,709440.042162736,6880865.89914386,1616040.77382265
230530,PE,Before,02,1,3668663.07419769,150357.435621537,11976510.823513,605933.070937476,365885.115539047,608894.325300845,936910.45954162,703317.27029825,40639.126442892,1445632.63811065,793330.817610661,121934.60910689,2355861.80596455,481150.768282408,1992746.37552415,88636.8932068029,1760181.58321263,2118525.96608214,2628785.71956204,95497.4872586711,565783.340453943,4273564.20127974,965147.456883969
230530,PE,Before,02,2,3426863.70437873,127800.90383553,10331201.3281839,586623.024699598,319220.580221875,554889.121858217,905642.668530301,679195.01169098,39550.4888762624,1381393.12769084,594339.781731493,110194.18150207,2036735.18338781,329086.667090593,1729094.7225784,79513.2163637949,1504500.67636881,2017245.70240167,2354997.68616054,82440.1783286529,506526.924794041,3767046.83946626,901048.693266419
230530,PE,Before,02,3,3575042.01043575,151673.904598647,11962035.7866875,587437.971169798,369875.849014552,579506.289607071,963134.163293636,690088.802652214,44203.1352240579,1484150.96601894,915611.334704211,127792.621270746,2377542.21387027,397446.932185063,1938063.64603715,86211.4168200416,1959449.01148315,2200545.8787544,2635966.95890237,88713.2474815799,556180.580775464,4440466.39972485,951714.095750995
230530,PE,Before,03,1,5082177.85290591,250693.992086426,26051886.2394468,676976.959832863,873552.353976352,1050637.69030814,1746004.89045327,1214064.16057503,62452.7588279776,2598443.07473673,1808448.04838028,252334.819314499,4745351.00293235,1505983.31548294,3752335.79448373,169235.660876144,3533131.99504071,2070988.44652142,4516678.48406114,213004.171459601,938140.022145771,8717630.1337278,1962022.98832905
230530,PE,Before,03,2,4278102.36188534,207473.386842302,22439611.623875,598327.148803309,633794.262708266,892182.883948329,1490013.66115961,1049988.50500842,50665.5870413415,2132311.56797881,1749969.06518649,203612.01739457,4419474.39489307,940284.114161358,2809004.09935711,153148.035040803,3008075.386398,1581796.47875528,3733853.70260971,150850.873691017,803717.542515885,7506284.70189314,1597429.07075697
230530,PE,Before,03,3,3968255.76778829,178046.748650215,19551512.7735519,555736.659538332,641539.164098979,900244.811800469,1351796.48163176,1086435.82686486,49036.4753355907,2089863.08327436,1265359.66846585,191834.850643045,4520764.13103512,809959.771462476,3098721.76258178,159123.029371602,2769422.54024659,1478802.13617796,3483342.39096876,131594.266437012,706943.44107248,6772641.03541545,1511061.54063431
230530,PS,After,01,1,11842107.9324351,242182.414130618,41307479.3690138,488302.386490575,1333849.94008377,445705.917058122,1720161.5292789,1770305.79384979,421851.023938317,4247799.61610624,3332060.48478731,425622.600593012,11595246.5925062,2401085.3483501,7611044.94663633,365629.425905806,2891416.71531204,585998.845977895,7889101.7796321,95344.3906247334,1965897.50172631,7517382.67877636,1638614.33879986
230530,PS,After,01,2,7220684.83747315,161349.843494097,15656777.1492843,450720.782973418,798211.976985941,289537.770775195,972266.093844295,1164142.66976813,280490.28562875,2553727.23585184,2396362.97396242,273573.970278425,7556961.88076386,1704439.47278706,5045145.6809574,244799.130726966,5124403.31075856,493403.150341328,5550634.52801729,79685.636709838,1185710.88770898,4582505.42750652,914438.393064884
230530,PS,After,01,3,7811161.07925445,164657.252139106,6309517.32702845,451944.449319805,845129.715582949,270145.684564865,1040128.10741916,1155319.6427265,292688.613362702,2716005.33999266,2322431.96414669,289943.67537553,7291027.49444398,1669672.26204945,5215376.63664935,245612.887005116,2586795.59977664,486634.576915951,5901149.77990519,83799.2778558947,1226947.93864113,4243520.97886838,1007470.03813036
230530,PS,After,02,1,19033109.0185472,468197.235890757,9033246.98617641,411190.822098181,1991420.96722974,1040011.56166627,3524626.10450719,4177429.9202388,857467.69835089,7098126.26933896,5041270.60357654,649962.193300523,22052265.0529004,3783513.16587665,13685340.6035564,835416.954750283,6767490.98781129,458032.279825475,15948998.4906844,120712.603307894,3928006.1612958,8753500.63993091,3400123.41126863
230530,PS,After,02,2,11632032.473502,279974.050309749,5090620.40704153,437591.215941503,1149374.79920096,339299.197890289,2042592.65833505,1758014.36892557,494638.137146301,4424652.12720826,3101058.92601165,365090.026630551,12098309.9553898,2266712.33127439,8141609.24217826,337671.053441558,5513381.92579322,507237.63820031,10253695.5752153,103160.227381168,2298498.57895132,5554340.32244303,1984029.06669762
230530,PS,After,02,3,36776146.6471222,821741.505324934,91710271.196233,456638.128229874,4074107.37481046,2427329.87906209,6045379.41432923,9746973.9932308,1658800.15170167,14182729.4516389,10607070.3645876,1522598.14302132,45355838.4280035,7821265.99976494,23188689.2748112,2179356.8538377,16595005.0056062,559915.836308135,29307505.1457407,165727.970538588,7006473.83628985,22027477.1735372,5741944.39133585
230530,PS,After,03,1,9716957.7356004,182881.826574296,35636674.5774308,448694.404182608,1072878.60515977,406553.429845717,1218243.02688338,1605658.19594268,311620.826489397,3357022.42080407,3306551.5577257,373832.016576275,10690422.3278748,2317509.84017423,5417984.53883424,325799.366786708,6011180.02766338,418623.767079747,6277419.71370317,72697.5653236313,1358022.18119802,6856159.46710771,1166360.74632908
230530,PS,After,03,2,6549701.05430076,158394.361584339,30406188.2771399,451924.567209752,730917.836506926,236106.616705562,1058804.64841975,976247.527203556,272574.212460346,2429726.98837107,2273253.16897571,252225.596390384,6671575.41212143,1463167.8864963,5007698.11286598,199238.722764608,4941041.0647259,432984.746029971,4829379.98945269,69243.7718907316,1305420.23907822,4857132.91003832,1010942.78532041
230530,PS,After,03,3,5665319.40448441,125772.39637434,13920094.6613764,452142.208822181,541403.906093712,199925.669145057,794559.404229177,785723.11084441,225423.635507062,1929340.26805733,1639829.77269433,196982.069411749,5245842.22566574,1178218.5924256,3830280.61918779,160178.080517636,2165030.47318371,421782.32990615,4021415.09874661,60087.4027578816,952627.823805185,3618582.19560582,760741.094347221
230530,PS,Before,01,1,5872112.35431909,126613.284262116,15362370.5770325,419125.331978197,521053.008305403,179818.969637157,784810.204747276,678182.577118269,200159.008148304,2031146.90457958,1310683.18393019,168002.761060393,4551759.93669674,888713.490554317,3478997.41865571,139194.766909522,1241991.59731315,385507.52893008,4127037.1623434,65022.1080502251,813180.720457765,3105844.07183567,742467.237540792
230530,PS,Before,01,2,7672436.74712828,157055.360625827,7358673.82539858,430591.766491981,718498.536694921,245475.661557622,943716.292413917,978141.106242011,267210.616126332,2424370.88115934,1967628.45629198,243321.720448425,6755524.46088621,1393969.35188659,4558376.85363473,206559.307753667,1740675.01367068,422748.963416216,4969021.78227859,78991.5385570905,1069262.40081469,3819463.6292541,895247.70235884
230530,PS,Before,01,3,6084944.20877506,119698.997023273,13252437.0288963,397900.853327278,657545.839327327,230502.512855478,722420.121656006,878401.992266394,216705.216559688,2041510.88809278,1720957.3999424,224177.381475382,6113910.01961378,1257006.25632273,3613365.84979156,204711.51688768,1175008.2922745,365729.456653555,3732411.19817352,65114.037373108,843883.372670553,3506951.56142248,671230.477568664
230530,PS,Before,02,1,11994544.0533419,234491.817075102,22198604.5198637,459673.843252271,976784.070800897,312026.130715733,1697933.70754045,1458368.44124645,406502.009537775,3770182.22161644,2832505.39469823,324982.430023476,8702909.23974507,2008831.96888221,6603470.98113253,296163.173373128,5046255.26031255,454330.698026909,8437437.55244901,105274.957056797,1761228.3768537,6251137.89360063,1611858.67083561
230530,PS,Before,02,2,13455448.0400895,311574.237937194,25263822.4129375,465288.852462236,1376435.4486255,413054.328211755,2315890.03707218,1982856.16426981,571476.73960842,4929755.54976565,3738392.00853379,445040.362932239,11788524.7221792,2706858.07932734,8792676.30937307,379147.599263512,6483402.27903828,532383.97106168,11482665.5415302,126020.945546532,2510702.66444018,7169342.16227939,2216391.30858068
230530,PS,Before,02,3,9157524.94555596,203125.602572751,15574774.9171802,460666.613463841,1051684.33827792,385110.935973689,1508733.6487253,1834664.78509428,372136.204301981,3426879.1211548,3107393.31029741,345084.025341265,9681678.90591855,2038913.90417648,6025900.6152353,354696.406399914,3727858.92978513,545612.803843136,8143361.98934325,107548.551806891,1606790.69325061,5644238.48424631,1437655.93053879
230530,PS,Before,03,1,9942514.90082164,152464.027355535,23301296.0050843,541059.856391284,786944.127388668,235504.740715662,1033492.73970682,1159783.96094662,288268.926594433,2775618.28942286,2312182.31853303,254962.903789442,6625718.0085268,1534067.37317206,4946310.33951689,215283.994035699,2674447.37536615,516577.771621555,5366573.03943574,82287.564853752,1121100.84586537,4930075.41972209,990190.024476021
230530,PS,Before,03,2,10350455.2181968,181389.181871298,25375467.7308199,528149.576416963,964474.6296849,299788.723529434,1202610.07071903,1250221.0305531,330127.808434117,3377701.56149426,2835848.01795426,329896.313659694,8523225.82599102,1992528.31672248,5335013.05211288,254257.873020613,2818331.49993682,517598.895865533,5535047.35816574,75585.9145042617,1346718.60746459,5989929.0275561,1155692.39262272
230530,PS,Before,03,3,11786430.9136205,262439.450535677,41163414.7152763,510261.592744457,1097181.99938297,366544.101078493,1840335.80886629,1514087.88062367,453031.244211065,4352915.68429076,3331883.31254574,390198.383949802,10179374.0169881,2412871.26421386,7977087.79064867,310979.831476483,3020904.07544473,450547.841451937,6943815.26231058,71141.5165177082,2241544.07097501,7176527.51725523,1755718.36849296
230530,PVC,After,01,1,1659200.31457544,300898.156456971,6724371.62739243,208495.802728327,255598.458303,147260.330801273,515893.549176563,1132506.54407194,36527.3191022573,630872.973510462,1337884.28076231,116743.925226541,3732674.94104136,1592707.55417711,960955.958563521,25439.9431382756,5955656.6897241,288853.527369418,1118267.05942589,32099.5724738929,446373.327332983,1399194.55421106,455973.675529319
230530,PVC,After,01,2,1726657.83382282,305153.358833115,6992977.78197781,211843.118653625,263862.863906152,145025.036855172,533841.899950581,1117124.806935,35562.1924631306,654082.832487231,1415517.82860766,119200.576412919,3691752.79390975,1782961.96961663,992464.149733217,24445.5670670357,6177453.16903639,287298.459556627,1136514.21237961,36841.7234795321,457706.692906387,1494600.45895567,471450.472676434
230530,PVC,After,01,3,1614476.76144188,284607.546156363,7124963.49902494,207072.543494649,265213.851406197,133964.796891431,530402.628597488,1074011.75777305,32986.9777090595,581158.020493642,1398017.55924329,114680.827546837,3587548.29419058,1737327.16727743,999092.26703662,23641.2529296306,5990750.63637432,270713.050335184,1027278.47913344,36015.3643945183,438604.00369867,1510677.44463179,471500.468162475
230530,PVC,After,02,1,3226878.32703581,479737.837143165,12681185.3756247,284109.167554066,453878.633066843,243351.934330289,893024.741601043,2466789.60933519,62220.2975920706,1196198.45224357,2112048.48245144,197612.356870952,6472184.79438907,4254073.26318307,1949317.54772695,40905.9218510033,9217567.63608898,431657.559056955,1907732.69749231,57967.4890750637,734425.950394523,2616719.1729437,811796.002852883
230530,PVC,After,02,2,2778159.91572696,475901.151538158,12785620.8811301,273689.944281411,436217.695210104,233020.062288846,880227.465914315,2347027.2406028,59661.6146660572,1334607.67062519,2071160.97560377,186290.725884133,6437011.17671975,4110466.11987632,1940204.28007108,38889.3486916036,9445466.29629628,415263.806676634,1791961.6588393,56984.1915501935,722223.027711825,2559784.83914693,785529.283498751
230530,PVC,After,02,3,3756151.73691365,535838.641559745,13274122.5928449,284472.418491436,480247.270814647,252964.278008348,991872.866203779,2697563.01508691,65640.1058810695,1312171.96933946,2184890.22945626,198942.797331579,6649422.01131736,4432811.55589816,2135313.84434169,43447.0805430098,9775390.15286997,440963.009662618,2092679.08024831,60130.3538885603,805339.416325083,2752021.647933,892355.088358963
230530,PVC,After,03,1,2586679.13340335,432323.655511985,11173684.0460679,250832.222586723,418607.184279757,210589.186378492,749075.597958235,1932602.95494804,52691.4606623875,1030447.54112577,2211747.48357114,173803.77972551,5515858.0042289,3612818.2957939,1616753.75187293,36270.5619023822,8000292.30805165,380167.71107125,1604509.96007509,54444.6208837041,616860.688971935,2359226.5541284,671213.538997666
230530,PVC,After,03,2,2856860.99734824,444255.582766419,11271487.833492,238220.21844261,414246.477904407,222122.010116611,742593.287805578,2019054.33650599,56033.836547279,1083761.05339856,1996832.68373553,179252.207032478,5793084.90598746,3662841.77415144,1655760.93984218,37427.0462266397,8380736.91638371,386373.600606402,1618814.52701092,54707.8856320717,627004.1767103,2455869.91394086,651028.971823589
230530,PVC,After,03,3,2368224.09360806,444694.019152167,11869925.4282851,233305.243958822,425162.690544803,232843.651380182,752790.715745236,1954813.12999688,57122.969776715,1096070.56036669,2074235.42409148,182866.590631086,6149759.11179703,3982212.61954337,1774719.82555144,38927.1873285786,8848085.65272819,403826.221969751,1707514.29567068,57931.1242323241,678596.774864293,2460568.14287773,666430.253855614
230530,PVC,Before,01,1,2131803.15329516,414492.536238182,8285926.81235995,291500.438010389,351580.914277637,184267.845388619,709234.626527594,1535278.64090913,45153.9297707622,792430.355985277,1766174.87460306,140669.327169593,4614289.74721127,2064095.03861352,1344359.57767587,32357.2347718169,5949191.6226769,338015.914124678,1438027.97862492,48359.6832720173,509092.492577827,1820187.04045155,642144.219510044
230530,PVC,Before,01,2,2248565.03007021,416082.504306206,8787957.12548915,272618.60511809,381604.538752393,202375.955356422,743224.929286499,1644421.48092668,48250.1996823703,864067.619890469,1872528.05651092,156927.12126951,5033787.77517382,2333211.32371526,1434137.51545265,34950.8993975174,6781872.76546312,364493.896995251,1423366.96292463,45905.3221691049,560415.460028281,1978972.00893149,673996.687558371
230530,PVC,Before,01,3,1990502.22384552,382822.192288164,8343633.88029918,251628.300536457,349123.963627216,188032.451804638,688322.49605901,1487750.39126273,44868.0612516837,818951.46267197,1757403.8555725,145420.8039756,4765317.953064,2175118.44424028,1303495.57421583,32462.3575391403,6399668.04863958,343846.656669048,1312179.25810004,46203.4024096639,524202.562486833,1831776.83264519,619264.154519698
230530,PVC,Before,02,1,2464964.85508366,468836.747082667,9903346.60288201,278411.016092619,416093.558656853,225919.665188612,837310.552790481,2072317.90759312,56471.6702213022,1062954.04958541,1887630.73045718,166333.317176189,5542753.51876272,3390912.82264107,1654496.21790752,37965.2051903824,7036767.7594299,374799.188242604,1657776.08454111,54485.8257492661,623497.729528393,2200093.10016535,767559.354739053
230530,PVC,Before,02,2,2159914.91318799,388145.854816903,8578136.10588105,240259.523592236,344867.094994025,190793.105461174,710312.958376451,1729458.94103362,47951.1875404597,960197.904272456,1555806.71917905,138719.31021274,4724919.24641629,3071219.48167426,1351223.15209493,31681.0328595963,5909409.01564967,306556.479525563,1250686.37124139,45472.3288654911,535183.707541503,1841144.81849269,655841.455072198
230530,PVC,Before,02,3,2278184.82670285,372078.355955836,8681710.05636666,228363.303521174,347126.805610978,188623.9604608,702527.585895509,1756720.33441874,46990.5101426374,883002.240143465,1599357.4022271,141809.041666543,4604059.33905516,2993354.28156355,1289498.58126332,32211.1768977192,6085870.02625934,312627.358544872,1232720.44299799,45751.545617295,529264.426782688,1858063.86220576,646201.411022534
230530,PVC,Before,03,1,2738315.07218587,518858.940620225,12197017.8088117,306095.198373069,515203.936424611,268498.003613564,935938.298027746,2458290.85092518,65803.1869924062,1270263.08874322,2355712.06836987,206954.868812418,6800467.84994925,4466376.29869564,1988565.42928503,45327.8458496059,8076718.40330716,450405.81456382,1779352.57038698,70824.0202226867,693667.153555257,2721423.55852154,847723.579153697
230530,PVC,Before,03,2,4048394.56354751,570805.136498482,12495167.4004562,289494.225163567,504474.767111459,267700.811594895,1009780.93769311,2726289.36151995,70440.756708904,1368002.03650764,2552158.44350606,198483.952167488,6862217.32142936,4578776.6093447,2165786.30267648,48630.4439505953,8498231.11347727,435957.692927456,1869149.93639423,66551.7320061218,827432.49853012,2837356.50261396,900322.735249045
230530,PVC,Before,03,3,2723627.4021886,499394.212404787,12857818.0270093,282866.865237449,476845.567300979,265130.392090622,913335.885079086,2422000.48150746,67765.2772596336,1315250.63293976,2325946.33601888,192052.424418912,6857516.56033078,4382942.34183089,2047704.16356279,45244.227177576,8495226.71043335,435501.69524773,1718149.95294797,64343.7087600243,754513.172874858,2668437.32298751,809788.65028733
230531,Glass,Before,01,1,34913078.3097288,47308.7632802417,660014.642710246,15570.1859504966,19668772.1608435,307310.868892509,35444.7786468751,177832.881583034,39473.2623403955,311599.970226308,784145.541712149,33015.7206215056,496601.436987651,654473932.434906,507961.658372132,70708.4543852109,411230.490267369,6268.89850446741,264799.675871269,28651750.9561994,207280.533079233,1159538.70519426,27470.7354083384
230531,Glass,Before,01,2,35388332.2705414,47959.0502068835,639545.579443848,15284.5735162572,19439802.5056454,298816.978259041,33547.0927032131,177013.497784371,38271.1761940031,311337.954871276,785708.066567555,32749.802053953,486264.856280439,653443425.866331,485721.52273867,68197.4663877872,414833.439616816,6233.32111159079,264196.984714782,28125651.5333273,205151.324039246,1143388.45532399,27238.8177044225
230531,Glass,Before,01,3,34495713.9683941,46907.9291463263,620689.844523139,15216.5206406872,19328913.5484442,298678.62790221,33442.0677799717,169511.330249012,37005.3487090882,301370.911369384,768635.411319552,30843.6545115185,462943.222868111,644529525.376816,483012.655400504,66730.7676146451,411737.596479344,6396.30325945813,260528.162981394,28488096.6747317,201217.336163885,1161811.15818071,26593.5340954946
230531,PE,After,01,1,3390630.43354658,187283.42792128,16608682.1454263,694521.490112858,574282.108179525,615170.283597189,1107987.78867482,948014.118967585,35051.3901646296,1529478.57512051,1594663.84773494,178899.281409002,3792306.07901491,1377652.40885083,2192895.27148857,114157.234231565,3529212.63219455,240605.124988659,3012207.03653881,107146.525053633,598177.549169149,5568154.6989032,1199996.95953218
230531,PE,After,01,2,4208336.60228671,197231.302010172,20273346.6911692,671135.95988533,583909.930749174,860606.597395743,1194053.14515505,905183.885327224,36045.460449335,1708868.35699555,1522867.80852003,195689.891508271,3853634.90150966,1174886.70641527,2410424.92718182,133508.187650438,2942640.43726459,240288.480328648,3623024.78164965,124428.583456259,724624.954637483,6607286.40393483,1390175.96882963
230531,PE,After,01,3,3742543.56496205,177974.701951799,19792212.1178982,696126.478290017,573841.314043828,785524.522287448,1267812.01832187,826335.03025426,36262.0870179082,1739700.38862803,1636670.89418849,182342.56628685,3748872.63252837,988873.128517059,2887396.44355881,131239.296773892,3395161.97305923,246036.986779275,3720457.33885524,132008.251659136,683309.556062659,6780746.60700953,1465347.59427503
230531,PE,Before,01,1,3078150.14895215,172083.706527216,15215176.2023531,675502.575297045,542305.572398931,632954.463338497,1139829.94925919,892368.634914942,34908.083625771,1418152.63316696,1204733.11545504,149856.30313945,3418378.55773213,924911.370665851,2222861.55614564,119293.950428864,2447900.26490345,234982.318728689,2836210.59448276,112506.820713992,525394.566421268,5325051.26360766,1290647.00382114
230531,PE,Before,01,2,3035090.89271533,154551.512845172,15477486.2768701,651940.410199101,529300.313899862,614957.243447931,1142153.5341236,671620.561248768,32340.4143100146,1443910.51386811,1215757.78843824,149522.540510291,3068493.69039404,770804.000007011,2011387.4499917,120684.817866649,2338240.80150874,210369.43397106,2997247.73603813,119605.907457129,512572.598326868,5637715.82372931,1246371.32274193
230531,PE,Before,01,3,3136937.18692716,156909.97810093,14555392.0688948,646923.636151675,594348.040757569,665771.013793934,1080052.51354373,727989.881601408,36079.7596309924,1573435.64013765,1505875.66056119,183819.504627079,3660847.96308441,985804.121004905,2618227.80530939,139159.273373616,2554295.36103216,225959.128514228,3183695.16579008,114541.884813909,559874.564412809,6131369.96555065,1425463.16956641
230531,PE,Before,02,1,4583894.58763394,178795.90374379,15577047.5974343,662164.431747702,496140.644850207,830728.187225755,1179733.78870016,939678.628091128,54756.7186233406,1913108.81388059,1020984.10172703,159126.510794558,3200954.43125754,512654.162850765,2958223.45581954,120487.854468591,2235457.09426022,2659915.8925572,3308268.08043596,127405.784899223,706239.60892015,5635923.18880866,1322003.62514784
230531,PE,Before,02,2,4462397.26643506,176766.10335031,14874106.1007236,628825.580438475,414621.646286347,751183.890156562,1136376.29341041,886798.51664815,52821.4832707241,1795392.69571307,773315.237128098,155428.545138449,2744061.06901033,462208.021298838,2397319.66244244,97553.8436213501,2059789.63026641,2827330.80328764,3019790.69736213,118518.130226212,651898.123041486,5099182.93798976,1263817.10393534
230531,PE,Before,02,3,4022725.50915084,153690.736017979,14641496.9922187,613763.954450425,412581.00874612,636808.172600306,1041180.96291418,795796.620498173,47204.8811990786,1616497.21381774,766489.273040241,131263.486781913,2482963.00362123,490154.125610479,2245926.86279276,94258.2836742144,1924113.77169762,2540302.57845972,2730082.46493445,97367.3748827141,615798.81168611,4836211.64611252,1127106.73810101
230531,PE,Before,03,1,4712784.33069546,248414.873257349,21696802.3240007,676019.632676365,758852.752806701,980511.066493271,1537549.3406432,1131698.10833631,56879.1631253627,2487892.02823731,2290229.57738504,211214.716389315,4946782.68142617,1293757.03369241,3421247.88613943,172843.042002616,3161016.57759184,1855124.40968231,4246322.92881558,172284.83906019,875845.566588631,8349242.26729705,1846984.4177321
230531,PE,Before,03,2,3951707.12404666,194404.797610267,19629748.6292589,599063.148010953,576255.038007721,815625.510656954,1442076.41077712,917694.413182883,47351.3840683715,2093694.29430224,1502358.9626437,191676.255362813,4007683.02299551,700147.023741403,2906726.30991763,134813.065940174,2530794.81299839,1504619.94841674,3483121.58656788,136947.555851715,712573.778779775,7011838.68967146,1539088.91609884
230531,PE,Before,03,3,3514164.48948933,182047.6707288,18192723.1252166,552298.714243949,597361.220310048,729725.226579237,1282891.28640356,898129.635614636,41865.1120110208,1858378.33986174,1681800.24890735,180105.615420239,3909956.33429087,800553.150298596,2948049.37412381,123425.388513491,2543869.42202373,1393643.92078708,3244614.82866955,133325.835399476,650029.443058017,6147435.63060121,1377027.75132036
