Day,Polymer,Time,Batch,N,Al27,As75,Ba138,C13,Ca44,Co59,Cr50,Cu63,Fe57,Ga69,K39,Mg25,Mn55,Na23,Nb93,Ni60,Pb208,Pd106,Sb121,Si29,Sn118,Sr88,Ti47
230523,PE,Before,02,4,6004476.96920006,207084.950237807,19130132.5529316,1164836.02161202,561388.360431437,958817.555163725,1480300.09671514,1076463.14710627,64625.5784627787,2193092.98059394,1279307.68220667,206529.976645432,3585927.38064075,606678.947722544,3298483.08411836,141416.45805588,2915186.75092408,3222887.0707314,3830754.31733274,139781.864725831,852554.307378611,6935927.11077292,1580151.32065348
230523,PE,Before,03,1,4849366.93139861,236333.609296921,23795215.156536,1040035.44853435,657788.576417201,958919.104345926,1658878.78923588,1081208.66703959,59070.4264734955,2486508.74258267,1953642.11841605,231082.949400109,4531239.61657993,935501.16486005,3603799.33358063,163126.904021254,3558429.81478025,1801790.40352867,4275648.20312846,160499.061644376,897349.420839042,8203882.20668745,1775658.6310024
230523,PE,Before,03,2,4713944.12137789,232095.507133793,23808437.6124226,993134.468455473,709202.507319933,954318.331734226,1664529.84146483,1107970.14402751,60095.5368319216,2460891.37441057,1311725.61628575,226185.509728619,4774617.49060117,1023235.03153964,3583044.98691329,183971.245811811,3451070.54126809,1783754.74364434,4186907.93731652,153240.855611257,885021.847999848,8274117.63393002,1811471.24020888
230523,PE,Before,03,3,4316489.8747527,216611.159915893,22977001.4772409,913739.134238485,633389.349185426,847168.094682071,1522409.64698613,1005802.01093956,55673.9090935324,2251949.27105071,2093338.19963049,213340.279847342,4722800.22638291,1128436.8372503,3222000.60042211,158775.631751251,3316517.62242046,1719373.13530648,3847289.23229445,144759.556910358,811862.421266826,8112606.70871833,1638535.70457701
230523,PE,Before,03,4,4147991.21039994,195906.386437838,20386724.1870696,834291.830237154,582386.168537253,789813.9112915,1436643.90444951,903571.090218401,49040.6728491181,2021191.24183589,1553716.68130995,201152.833882325,3468852.13566359,866238.694665307,3114915.43543003,130038.736130746,2881356.22138729,1510246.89420747,3529675.88153996,139756.044010005,746067.685122978,6957508.7445546,1529061.73889057
230523,PS,After,01,1,14768048.4529388,298960.337380988,41391327.338581,588902.031254716,1561564.93929778,403678.885711179,2048394.58704108,1746550.86688327,511198.89061506,5027572.66740879,3878511.55772503,493781.07484393,11149756.7570247,2757529.03418757,8783446.49932391,353816.465997706,4754319.94963643,688472.80763929,10582176.1023789,117677.846765918,2387399.16059604,8821085.53764106,1915371.82880269
230523,PS,After,01,2,14471483.1583479,270790.930768123,23531087.2460059,570602.248008271,1566195.24816153,377260.771585773,1841601.93234284,1735324.70468343,509992.169443922,5044949.74210241,3914757.7902646,512392.118782178,11372650.6887953,2789732.11716432,8280846.90874317,350458.449383338,3615334.02096226,670122.52781546,9459979.13404616,107891.01255983,2151112.29977853,7367006.31165686,1726600.2505347
230523,PS,After,01,3,9427947.11522234,118764.55864806,15280694.3520709,549468.556903519,723363.963853863,198161.672565547,852561.215947693,1000211.5019147,255458.036175263,2277201.0128195,1918135.53238908,257749.155476748,5746758.40840147,1318233.50034898,3709294.35810165,185993.410309892,2723521.11424538,646409.506663075,5242556.47994365,148718.770791035,857771.479544391,4065786.10907048,800828.034561706
230523,PS,Before,01,1,12745271.7320997,165982.882701948,21370798.8656786,569905.102942612,899811.734988869,255093.249579113,991504.082485119,1051062.67780896,293731.123523317,2938199.83470535,2143996.83636551,290373.279585,6887537.92812367,1545485.25301883,4491884.89371851,230937.047083711,3042287.35278716,533993.234716896,5792216.49388459,91182.1528074054,1116252.41266623,4930279.61719496,922674.387317774
230523,PS,Before,01,2,7747324.05241302,182965.425550972,19594529.1232208,568476.288061263,834434.928770203,220100.48058802,1064184.45437356,928205.609815447,311813.175637976,2982510.96951665,2131799.06690565,268555.628886261,6165752.25989393,1741857.62273168,5225972.18152059,209052.990042135,4403233.66456847,605864.698185456,5974659.15247467,96933.0947297661,1311933.39462038,4480399.89926293,1008618.94885747
230523,PS,Before,01,3,17830683.7428046,312328.883195621,49548252.3232892,544300.330437998,1439592.55244881,363042.927066356,1948240.44418962,1491995.92313204,525907.74473856,5922341.45962876,3582789.96850199,463020.216672873,10788673.3499303,2883881.61496683,8542729.23494803,351419.990226823,6471191.34991077,609113.596069898,9938322.06076384,115519.345130258,2216263.41992728,8188985.47833647,1805493.93136789
230523,PS,Before,01,4,8225759.98773025,199479.389084686,10805754.1519241,531446.779033523,936828.560298287,233545.831450606,1229643.86779105,1024637.67611823,352229.792557437,2983240.94294225,2259041.81182373,302896.456103954,6738002.44114961,1620621.04521486,5819939.74175109,225243.642016085,2249413.94509217,601491.888940008,6821398.13134342,95725.263097148,1513772.14033545,4670142.45311981,1138421.48913992
230523,PS,Before,02,1,10512899.7981566,296936.382117667,20700089.1790422,620816.701082489,1131476.79236233,308608.009972544,2035199.77065902,1347790.06139707,508345.548815731,4247923.74520279,2955991.93318368,362977.724364302,8766394.59625159,2153772.13666306,8062103.56337153,277862.22173735,5569828.41238391,612796.940355933,10422566.182978,130601.146171756,2242683.69613715,5859853.62048511,1982685.6854242
230523,PS,Before,02,2,19557891.3396966,493882.518973324,19536871.8616762,646229.389961894,1985151.76677202,506634.516474979,3449242.78520603,2383462.34653679,844747.41316823,6895161.61236047,5227858.05636333,636371.580605778,14595787.7347405,3827441.35452317,13608212.1930121,489874.70001016,9921654.23156418,634900.17233356,17732573.1492494,162236.122383805,3742052.76927592,9042811.63321175,3335996.91441683
230523,PS,Before,02,3,15674475.32706,430521.432071099,13366203.9637246,602734.430197796,1779566.81314669,470808.8118275,3035951.70166974,2102835.39781305,755827.502546465,6086694.99372076,4719297.54011917,573007.896545478,13283457.6346146,3322683.58663702,11836476.6410323,431617.81373686,7373936.74941619,621330.397684767,15220770.5278708,148330.995187639,3333230.58778408,8492532.73541636,2946499.4041747
230523,PS,Before,02,4,20951142.4788902,552532.124055893,43656314.2631033,550296.470405268,2098874.28442905,550343.239901007,3818716.33503921,2568749.28605485,950943.802501568,8435613.32522678,5246261.40722064,687422.397362855,16302200.3000731,3922339.63891798,14890936.9400786,515891.224167057,6402624.83653242,630131.414865552,18283294.0191429,159935.234271185,4352865.1750413,10348397.5075982,3643540.12640778
230523,PS,Before,03,1,3347337.65728232,90204.6911894626,13731605.4679463,444730.014491062,376638.767638712,108828.536675533,568774.785252426,453630.396116143,154614.72672839,1372936.04804878,1094297.32342651,136905.355901539,2949296.36154998,696198.606131668,2483378.14416127,101722.214658173,2363768.46920985,341905.579318716,2590170.01275446,55041.4011055088,623598.315046829,2454830.23296903,536820.348161888
