Polymer,Source,Day2,Batch,Color,N,Na23,Mg25,Al27,Si29,K39,Ca44,Ti47,Mn55,Fe57,Ni60,Cu63,As75,Sr88,Nb93,Sn118,Sb121,Ba138,Pb208
Tape,76,2,A,Black,1,773082.900316125,1519223.1788953,2373908.67704318,75594.7143339648,1719281.62551136,33347618.2761444,39914.887641428,109623.333265679,93161.2177353823,1310.3589190303,19861.8046472593,7279.55997649204,4429495.25152693,751.752727687379,15803.666283798,159302322.175316,55376185.5938006,90752.3759384381
Tape,76,2,A,Black,2,787527.215532705,1622749.43091538,2276869.48071994,81056.5250214733,1616947.65513463,34985924.6295992,41533.5920253588,128106.643835744,100166.813870009,1399.01076275749,21017.4914663917,7298.17568240066,4634355.66326222,773.299499547069,16759.6533154875,163552311.125599,58349696.4915138,97085.3689679353
Tape,76,2,A,Black,3,802749.249694141,1735954.63054299,2222644.22114552,80312.5269991375,1571103.01374378,34413737.0200831,30304.8233255462,118854.287613902,102109.315755088,1402.01007673301,21454.3306761846,6751.6914367666,4575704.07925758,677.375539278803,17405.5073450851,163406427.131458,57235316.6261276,96398.6307349449
Tape,76,2,A,Black,4,782303.956302514,1581116.65032974,2204104.42048067,83393.404465663,1531093.23658784,35154680.2682863,55790.2716361368,117512.865663733,109423.034530796,1477.08922577765,20963.0830262106,6685.99228646669,4510028.25935728,661.716657114749,16098.2619227106,162147444.060124,56031797.0421947,91542.693502122
Tape,77,1,A,Black,1,1344723.19730923,284879.361337989,1132672.32952597,80567.8075357322,1217313.67227252,24000208.9610544,5442.26989851752,99546.4207172989,47730.1227731293,882.059118992956,3574.3418377379,11403.0792866852,803664.192816593,1773.13601702184,39183.4255601367,212197725.194099,51673181.0732459,212737.156592212
Tape,77,1,A,Black,2,389014.725248593,246192.686788222,1086231.45007486,31199.991520027,1040437.06060814,24673404.3060226,4678.8699525978,95759.2826460731,46831.3170495087,814.145298925887,1219.38694935806,8648.60919947352,802497.068791178,752.631435020463,38188.6413476934,212719443.671548,50916437.2240426,194594.257960127
Tape,77,1,A,Black,3,352941.979413645,242035.942667463,1036849.10680749,29193.3085351903,1030098.1625385,24746956.5913942,4427.98754250359,94008.3357291076,45513.3032475358,822.16617879291,1078.13756994708,8786.29355582059,794755.88819252,552.705592041559,37983.3924796689,209544403.711178,49235567.4607534,189257.528880601
Tape,77,1,A,Black,4,346507.789238098,246020.109337437,1104509.46111616,28714.1523047349,1046753.01388601,24972754.1077162,4587.34611014228,92860.5636455983,45372.4033796176,800.031751941366,1076.41379793348,8038.22728198266,760974.72074646,519.007194250417,38211.5566344618,209159158.256629,49387927.9844503,192825.192051492
Tape,77,2,A,Black,1,348047.527637293,272771.815884695,1158026.79397306,33772.201950167,1076968.7293861,25484474.8576414,7901.03961953526,96370.6345597815,54506.0118011869,851.497331304049,1224.15035656541,11352.0418075606,873255.32678352,653.399016585676,44435.9013119321,227978189.945532,55792241.5922489,228541.762672263
Tape,77,2,A,Black,2,349476.374324086,273345.334867647,1192440.65342893,34846.885052127,1095556.69740139,25967779.7669474,4744.39178850572,97944.0389566364,52623.1089732125,870.432203579443,1082.64410702072,10355.5501828008,866036.023031237,526.943406105421,43131.8542356383,227374208.330163,55736660.6843497,216318.743281797
Tape,77,2,A,Black,3,350062.706567011,281468.600057817,1165545.89479749,32898.8803393978,1096499.91914142,26241211.7184392,4685.02685731726,98839.6694646659,55924.3300329029,978.631192978287,1207.16150604036,9534.42260878681,880352.581672606,527.468267020609,43893.4442458754,226527338.660055,56300925.9528066,213968.081513695
Tape,77,2,A,Black,4,368836.545482218,254427.604340138,1159410.29294185,31899.6373305488,1120362.83618894,26101243.5617104,4681.22348753777,98337.0487070934,54414.9976995155,871.747603300289,1361.40687694575,9481.18051943724,849504.534581908,594.644005131378,41694.9113372386,223091950.579348,54472294.5520171,214598.416281216
Tape,78,1,A,Black,1,617104.509893478,8113476.87318193,12072812.6290573,121674.208899546,350088.253344563,21842617.8208764,1060926.36268547,335140.359159503,68067.865977648,1085.16046259028,5624.09969284085,2316446.10834861,1018782.56689181,12389.0571989872,33289.3312107879,118281341.380874,12270006.0371155,238603.538004423
Tape,78,1,A,Black,2,301682.912214741,7912787.50086963,12593549.3563631,97618.66359462,406392.035434643,21672518.8183805,1129952.96427615,337260.036823268,51350.0924393535,1012.58503236322,3885.06077046392,2230918.92941658,1092654.81692219,6190.50954724571,28658.3945616625,111852299.170657,11872800.6409068,200261.658733578
